X,Y,OBJECTID,Road_System,Route_Num,Route_Section,Milepost,Date_Time,Time_of_Day,City,County,Location_1,Location_Link,Location_2,Latitude,Longitude,Unique_Crash_ID,Intersection_ID,Severity,Uninjured,Level_C_Injuries,Level_B_Injuries,Level_A_Injuries,Fatalities,Agency_Name,Report_Id,Crash_Location,Road_Description,Vehicles,Road_Contour,Road_Cond,Lighting_Cond,Weather,Limit1,Limit2,Limit3,Ramp_Id,Crash_Type,Fixed_Object,Event1,Event2,Event3,Mhe,Animal_Species,Veh1_Dir,Veh1_Type,Driver1_Cond,Veh1_Human_Contr_Factor,Veh1_Speed,Veh1_Movement,Driver1_State,Veh1_HAZMAT,Driver1_Belt,Veh1_Cycle_Prot,Driver1_Inj_Level,Veh2_Dir,Veh2_Type,Driver2_Cond,Veh2_Human_Contr_Factor,Veh2_Speed,Veh2_Movement,Driver2_State,Veh2_HAZMAT,Driver2_Belt,Veh2_Cycle_Prot,Driver2_Inj_Level,Veh3_Dir,Veh3_Type,Driver3_Cond,Veh3_Human_Contr_Factor,Veh3_Speed,Veh3_Movement,Driver3_State,Veh3_HAZMAT,Driver3_Belt,Veh3_Cycle_Prot,Driver3_Inj_Level,Sum_of_Minor_and_Severe,Sum_of_Severe,Bicycle_Involved,Pedestrian_Involved,Motorcycle_Involved,Impairment_Involved,Helmet_Involved,Corridor_1,Corridor_2,Serial_No,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-105.258443999527,40.0175679989594,765775,State Highway,36,B,36.33,2021/09/25 00:00:00+00,0,BOULDER,BOULDER,28TH ST,00050FN,CANYON BLVD,40.01757451,-105.25845392,3218665,,No Injury (PDO),1,0,0,0,0,BLDPD,,Off Road Right,Non-Intersection,1,Straight On Level,Dry,Dark Lighted,None,35,,,,Curb or Island,FO:Yes,Curb or Island,,,Curb or Island,,North,Passenger Car/Van,Alcohol,Unknown,30,Drove Wrong Way,CO,No,Yes,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,,No,,,0,0,,,,Impairment,,,,170627,{8FCA3E62-015E-4F6C-B861-2A6B98663D2A},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258758000045,40.0085449995053,765776,State Highway,36,B,37.01,2021/11/01 10:52:00+00,1052,BOULDER,BOULDER,28TH ST,00050FS,COLORADO AVE,40.00855151,-105.25876792,3218931,20991,Possible/Complaint of Injury (C,3,2,0,0,0,BLDPD,,On Road,Intersection Related,3,Straight On Level,Wet,Daylight,Rain,35,35,35,,Rear End,FO:No,Rear End,Rear End,,Rear End,,North,Passenger Car/Van,No Impairment Suspected,Unknown,30,Slowing,CO,No,Yes,,No Injury (PDO),North,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,,Yes,,1,2,0,,,,,,,,179729,{0E4D72D8-C2BF-401D-9F15-F5967EBFEAF4},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258453999954,40.0221019989535,765777,State Highway,36,B,35.99,2021/07/19 11:38:00+00,1138,BOULDER,BOULDER,28TH ST,00060FS,PEARL ST,40.02210851,-105.25846392,3218229,1258,No Injury (PDO),3,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,North,SUV,No Impairment Suspected,Driver Unfamiliar with Area,20,Changing Lanes,CA,No,Yes,,No Injury (PDO),North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,15,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,146318,{B4D22B98-7CE2-4B2B-8B3B-681F22BCD3EB},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258444999944,40.0172809992988,765778,State Highway,36,B,36.35,2021/07/08 14:07:00+00,1407,BOULDER,BOULDER,28TH ST,00075FS,CANYON BLVD,40.01728751,-105.25845492,3218152,1260,Possible/Complaint of Injury (C,0,1,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,South,Passenger Car/Van,Unknown,No Apparent Contributing Factor,0,Going Straight,CO,No,No,,,South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,15,Slowing,CO,No,Yes,,2,Unknown,,,,,,0,0,No,,,1,0,,,,,,,,145559,{8FB0E55B-26A1-4280-88E4-82E0A22BDC06},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.260062999477,40.0509619992491,765779,State Highway,36,B,33.99,2021/08/28 16:47:00+00,1647,BOULDER,BOULDER,28TH ST,00075FS,JAY RD,40.05096852,-105.26007292,3218469,1226,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,North,Passenger Car/Van,No Impairment Suspected,Driver Preoccupied,30,Going Straight,SD,No,Yes,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,159560,{5AAA4002-4F57-4A18-92E9-22D3ECF44E7A},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258759000424,40.0082479987346,765780,State Highway,36,B,37.03,2021/10/02 13:21:00+00,1321,BOULDER,BOULDER,28TH ST,00075FS,COLORADO AVE,40.00825451,-105.25876892,3218721,1247,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Grade,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,North,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,30,Going Straight,CO,No,Yes,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,179375,{99D32BA7-3811-4824-971E-1E4392C13259},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258448000375,40.0177119990691,765781,State Highway,36,B,36.32,2021/09/15 20:16:00+00,2016,BOULDER,BOULDER,28TH ST,00090FN,CANYON BLVD,40.01771851,-105.25845792,3218582,1260,No Injury (PDO),4,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Dark Lighted,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,South,Passenger Car/Van,No Impairment Suspected,Distracted by Passenger,25,Going Straight,CO,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,165891,{7FE45510-56B6-4CFE-95A9-854BB710501B},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258448000375,40.0177119990691,765782,State Highway,36,B,36.32,2021/04/02 18:25:00+00,1825,BOULDER,BOULDER,28TH ST,00100FN,CANYON BLVD,40.01771851,-105.25845792,3217619,1260,No Injury (PDO),5,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,No Impairment Suspected,Driver Preoccupied,5,Going Straight,CO,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,Driver Preoccupied,0,Slowing,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,112323,{E1D3838C-6A77-4E42-A4EA-4D3AC870B726},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258448999572,40.022692998701,765783,State Highway,36,B,35.96,2021/07/29 15:46:00+00,1546,BOULDER,BOULDER,28TH ST,00100FN,PEARL ST,40.02269951,-105.25845892,3218294,1258,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,South,SUV,No Impairment Suspected,Driver Emotionally Upset,3,Changing Lanes,CO,No,Yes,,No Injury (PDO),South,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,10,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,151600,{5FDB6F08-5B1E-4AF2-BD50-3930D844F99E},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.260381999703,40.0513449991977,765784,State Highway,36,B,33.96,2021/10/01 10:06:00+00,1006,BOULDER,BOULDER,28TH ST,00100FN,JAY ROAD,40.05135152,-105.26039192,3218711,1226,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,No Impairment Suspected,Driver Preoccupied,30,Going Straight,NJ,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,US 36 JAY RD to LYONS,,174832,{A86B3854-D75B-4851-9F4F-00DFCCE113DA},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258514999764,40.0441429991949,765785,State Highway,36,B,34.48,2021/10/15 17:38:00+00,1738,BOULDER,BOULDER,28TH ST,00100FN,WINDING TRAIL DR,40.04414951,-105.25852492,3218822,1246,No Injury (PDO),3,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Dawn or Dusk,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,No Impairment Suspected,Driver Emotionally Upset,25,Going Straight,CO,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,179349,{0A8F67F4-E7D3-4FB1-B5E1-7DEDDA396716},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258507999502,40.0434149995082,765786,State Highway,36,B,34.53,2021/01/12 00:00:00+00,0,BOULDER,BOULDER,28TH ST,00100FS,PALO PKWY,40.04342151,-105.25851792,3217243,,Possible/Complaint of Injury (C,1,1,0,0,0,BLDPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,North,SUV,No Impairment Suspected,Driver Preoccupied,40,Going Straight,CO,No,Yes,,No Injury (PDO),North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,15,Going Straight,CO,No,Yes,,2,Unknown,,,,,,0,,No,,,1,0,,,,,,,,51435,{20B2FB10-CE72-4D1E-B86D-03476126DEA1},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.26038000032,40.0513499990495,765787,State Highway,36,B,33.96,2021/06/27 12:52:00+00,1252,BOULDER,BOULDER,28TH ST,00122FN,JAY RD,40.05135652,-105.26038992,3218083,1226,"Evident, Incapacitating (A)",0,0,0,1,0,BLDPD,,On Road,Intersection Related,1,Straight On Level,Dry,Daylight,None,45,,,,Overturning,FO:No,Overturning,,,Overturning,,South,Motorcycle,No Impairment Suspected,Driver Inexperience,45,Drove Wrong Way,CO,No,Yes,None,"Evident, Incapacitating (A)",Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,1,1,,,Motorcycle,,,US 36 JAY RD to LYONS,,137814,{CA9563D5-A2DB-43D8-8BE6-F142F10EB9BE},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258497999613,40.0149649987932,765788,State Highway,36,B,36.51,2021/04/22 16:48:00+00,1648,BOULDER,BOULDER,28TH ST,00125FN,ARAPAHOE AVE,40.01497151,-105.25850792,3217717,,No Injury (PDO),8,0,0,0,0,BLDPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,35,35,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,South,Passenger Car/Van,No Impairment Suspected,Driver Emotionally Upset,30,Changing Lanes,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,35,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,236112,{B010C4F1-E773-40C7-B935-B3AC273C2444},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258390000137,40.0288849988438,765789,State Highway,36,B,35.53,2021/10/27 13:46:00+00,1346,BOULDER,BOULDER,28TH ST,00125FS,VALMONT RD,40.02889151,-105.25839992,3218894,1255,No Injury (PDO),5,0,0,0,0,BLDPD,,On Road,Intersection Related,3,Straight On Level,Dry,Daylight,None,35,35,35,,Rear End,FO:No,Rear End,,,Rear End,,North,Pickup Truck/Utility Van,No Impairment Suspected,Driver Preoccupied,20,Going Straight,CO,No,Yes,,No Injury (PDO),North,Pickup Truck/Utility Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,AZ,No,Yes,,1,North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,,Yes,,1,0,0,,,,,,,,179357,{23E8F5C9-05FF-48DA-87FD-526128E560D7},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258447999622,40.0228389994154,765790,State Highway,36,B,35.95,2021/05/02 00:00:00+00,0,BOULDER,BOULDER,28TH ST,00133FN,PEARL ST,40.02284551,-105.25845792,3217756,,No Injury (PDO),1,0,0,0,0,BLDPD,,Off Road in Median,Non-Intersection,1,Straight On Level,Dry,Dark Lighted,None,35,,,,Traffic Sign or Post or Overhead Sign Structure,FO:Yes,Traffic Sign or Post or Overhead Sign Structure,Curb or Island,,Curb or Island,,South,SUV,No Impairment Suspected,Asleep at the Wheel,20,Drove Wrong Way,VA,No,Yes,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,121464,{FAE9AAC6-AC8F-4359-8D3E-7B05D97C8016},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258480000047,40.0406239988664,765791,State Highway,36,B,34.72,2021/04/12 13:05:00+00,1305,BOULDER,BOULDER,28TH ST,00140FN,KALMIA AVE,40.04063051,-105.25848992,3217659,,No Injury (PDO),1,0,0,0,0,BLDPD,,Off Road Right,Non-Intersection,1,Straight On Level,Dry,Daylight,None,45,,,,Trees or Shrubs,FO:Yes,Trees or Shrubs,Embankment or Ditch,,Trees or Shrubs,,North,SUV,No Impairment Suspected,Illness,15,Drove Wrong Way,CO,No,Yes,,No Injury (PDO),Unknown,,,,,,0,,No,,,Unknown,,,,,,0,,No,,,0,0,,,,,,,,123791,{6D40F723-9A77-4E13-8A8D-223A964B8926},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258761000449,40.0076829990876,765792,State Highway,36,B,37.07,2021/06/14 18:08:00+00,1808,BOULDER,BOULDER,28TH ST,00150FS,COLORADO AVE,40.00768951,-105.25877092,3218005,1247,Possible/Complaint of Injury (C,1,1,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Grade,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,North,SUV,No Impairment Suspected,Unknown,10,Going Straight,CO,No,Yes,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,2,Unknown,,,,,,0,,No,,,1,0,,,,,,,,135073,{B50908E3-6A06-47A0-9B68-E3E6262A5416},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258456999484,40.0216719990586,765793,State Highway,36,B,36.01,2021/06/15 11:51:00+00,1151,BOULDER,BOULDER,28TH ST,00150FS,PEARL ST,40.02167851,-105.25846692,3218007,1258,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,North,Passenger Car/Van,No Impairment Suspected,Unknown,15,Changing Lanes,CO,No,Yes,,No Injury (PDO),North,Trucks over 10k/Busses over 15 Passengers,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,135023,{A684584D-4C49-4E7B-BAEE-20DC6899789B},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258566000229,40.0470319987657,765794,State Highway,36,B,34.28,2021/08/01 22:39:00+00,2239,BOULDER,BOULDER,28TH ST,00150FS,JUNEAU RD,40.04703851,-105.25857592,3218316,,No Injury (PDO),3,0,0,0,0,BLDPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Dark Un-Lighted,None,45,45,,,Head On,FO:No,Head On,,,Head On,,North,Passenger Car/Van,No Impairment Suspected,Asleep at the Wheel,40,Drove Wrong Way,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,35,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,,No,,,0,0,,,,,,,,151651,{D9170D18-7832-40D6-8013-FE232F557C95},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258449999798,40.0371589989034,765795,State Highway,36,B,34.96,2021/06/07 00:00:00+00,0,BOULDER,BOULDER,28TH ST,00200FN,IRIS AVE,40.03716551,-105.25845992,3217951,,Possible/Complaint of Injury (C,2,2,0,0,0,BLDPD,,On Road,Non-Intersection,3,Straight On Level,Dry,Daylight,None,35,35,35,,Rear End,FO:No,Rear End,Rear End,,Rear End,,South,Pickup Truck/Utility Van,No Impairment Suspected,Unknown,25,Slowing,TX,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,5,Slowing,CO,No,Yes,,2,South,SUV,No Impairment Suspected,No Apparent Contributing Factor,5,Slowing,CO,0,Yes,,2,2,0,,,,,,,,132837,{1B33F225-B559-45B3-9951-F93DBD5D3743},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258453000045,40.0168469990607,765796,State Highway,36,B,36.38,2021/12/19 17:00:00+00,1700,BOULDER,BOULDER,28TH ST,00200FN,CANYON BLVD,40.01685351,-105.25846292,3219196,1260,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Dark Lighted,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,South,Pickup Truck/Utility Van,No Impairment Suspected,Asleep at the Wheel,10,Going Straight,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,5,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,191943,{DCF488D0-39A4-4A5F-96F7-231E37EB05FB},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258442000174,40.035987999158,765797,State Highway,36,B,35.04,2021/07/11 18:56:00+00,1856,BOULDER,BOULDER,28TH ST,00200FS,IRIS AVE,40.03599451,-105.25845192,3218177,,Possible/Complaint of Injury (C,1,2,0,0,0,BLDPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,South,SUV,No Impairment Suspected,Distracted by Passenger,30,Going Straight,AK,No,Unknown,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,GA,No,Yes,,2,Unknown,,,,,,0,0,No,,,2,0,,,,,,,,150226,{A9F1CD7E-52B5-4D92-87F0-D9EC1776E9DD},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258699999984,40.0134839990724,765798,State Highway,36,B,36.61,2021/11/05 00:00:00+00,0,BOULDER,BOULDER,28TH ST,00220FS,OLSEN DR,40.01349051,-105.25870992,3218958,,Possible/Complaint of Injury (C,1,1,0,0,0,BLDPD,,On Road,In Alley,2,Straight On Level,Dry,Daylight,None,35,35,,,Approach Turn,FO:No,Approach Turn,,,Approach Turn,,South,SUV,No Impairment Suspected,Unknown,20,Making Left Turn,CO,No,Yes,,Possible/Complaint of Injury (C,North,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,30,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,1,0,,,,,,,,180902,{6711DD55-2EC7-45EE-B4B5-2D0BAC8B0383},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258470999467,40.0199839991323,765799,State Highway,36,B,36.16,2021/05/20 15:09:00+00,1509,BOULDER,BOULDER,28TH ST,00233FS,WALNUT ST,40.01999051,-105.25848092,3217842,,Evident Non-Incapacitating (B),1,0,1,0,0,BLDPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,10,Going Straight,NC,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,3,Unknown,,,,,,0,0,No,,,1,0,,,,,,,,113479,{90493B6E-DFB5-4E0F-983D-B5C182382393},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258456999782,40.0181359989085,765800,State Highway,36,B,36.29,2021/01/05 17:14:00+00,1714,BOULDER,BOULDER,28TH ST,00250FN,CANYON BLVD,40.01814251,-105.25846692,3217212,1260,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Dark Lighted,None,35,35,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,South,SUV,No Impairment Suspected,Driver Emotionally Upset,15,Changing Lanes,CO,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,50551,{52875CE1-D6CE-4EE4-9564-3FD7D54EC11B},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.259697000383,40.0504599986807,765801,State Highway,36,B,34.03,2021/11/22 17:34:00+00,1734,BOULDER,BOULDER,28TH ST,00250FN,JAY RD,40.05046651,-105.25970692,3219047,1226,No Injury (PDO),6,0,0,0,0,BLDPD,,On Road,Intersection Related,2,Straight On Level,Dry,Dawn or Dusk,None,45,45,,,Rear End,FO:No,Rear End,,,Rear End,,South,Hit and Run - Unknown,Unknown,Unknown,45,Going Straight,CO,No,No,,,South,SUV,No Impairment Suspected,No Apparent Contributing Factor,25,Slowing,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,186460,{8E1A6CAC-5A18-49E0-BF13-A93EEB057A68},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258456999782,40.0181359989085,765802,State Highway,36,B,36.29,2021/07/21 14:20:00+00,1420,BOULDER,BOULDER,28TH ST,00268FN,CANYON BLVD,40.01814251,-105.25846692,3218245,,No Injury (PDO),3,0,0,0,0,BLDPD,,On Road,Non-Intersection,2,Straight On Level,Dry,Daylight,None,35,35,,,Sideswipe Same Direction,FO:No,Sideswipe Same Direction,,,Sideswipe Same Direction,,South,Passenger Car/Van,No Impairment Suspected,Unknown,25,Changing Lanes,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,20,Slowing,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,153968,{6D69A5DB-9300-4B29-82AD-2F911D469173},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258752999855,40.0099549986799,765803,State Highway,36,B,36.89,2021/01/30 13:48:00+00,1348,BOULDER,BOULDER,28TH ST,00274FS,TAFT DR,40.00996151,-105.25876292,3217340,,Possible/Complaint of Injury (C,2,1,0,0,0,BLDPD,,On Road,Non-Intersection,3,Straight On Level,Dry,Daylight,None,35,35,35,,Rear End,FO:No,Rear End,Rear End,,Rear End,,North,Passenger Car/Van,No Impairment Suspected,Driver Inexperience,40,Going Straight,CO,No,Yes,,No Injury (PDO),North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,North,SUV,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,,Yes,,2,1,0,,,,,,,,97737,{9A8CEA45-5838-4F8E-9399-204144DEA86D},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258455000219,40.0167019991742,765804,State Highway,36,B,36.39,2021/06/27 17:35:00+00,1735,BOULDER,BOULDER,28TH ST,00280FS,CANYON BLVD,40.01670851,-105.25846492,3218085,,No Injury (PDO),2,0,0,0,0,BLDPD,,On Road,Non-Intersection,2,Straight On Level,Wet,Dawn or Dusk,None,35,35,,,Rear End,FO:No,Rear End,,,Rear End,,South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,5,Slowing,CO,No,Yes,,No Injury (PDO),South,Passenger Car/Van,No Impairment Suspected,No Apparent Contributing Factor,0,Stopped in Traffic,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,0,0,,,,,,,,139707,{A8B75F34-F288-485A-BAC8-1DDEA0BC69EA},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
-105.258477999484,40.0153999989285,765805,State Highway,36,B,36.48,2021/09/21 12:46:00+00,1246,BOULDER,BOULDER,28TH ST,00285FN,ARAPAHOE AVE,40.01540651,-105.25848792,3218619,,Possible/Complaint of Injury (C,2,1,0,0,0,BLDPD,,On Road,At Driveway Access,2,Straight On Level,Dry,Daylight,None,15,35,,,Broadside,FO:No,Broadside,,,Broadside,,East,Pickup Truck/Utility Van,No Impairment Suspected,Unknown,15,Making Right Turn,CO,No,Yes,,No Injury (PDO),South,SUV,No Impairment Suspected,No Apparent Contributing Factor,5,Going Straight,CO,No,Yes,,1,Unknown,,,,,,0,0,No,,,1,0,,,,,,,,167159,{125C2263-834C-4C77-80AB-7E135E3CC108},TRANSPORTATION,2024/04/24 11:42:09+00,TRANSPORTATION,2024/04/24 11:42:09+00
